trt,loop2$my_var,std,r,se,Min,Max,Q25,Q50,Q75,FQS_mean,stat_grp,practice_subset,practice,production_type,product_name,FQS,max_value,stat_grp_conv,conv_mean,stat_grp_conv_diff,mean_conv_diff,pval
Autres cereales:AB,0.111579058270123,0.0394816186783799,40,0.012293857986396,0.0575436606272772,0.224358442409452,0.0856564218551803,0.103247183031226,0.137309145982604,0.111579058270123,de,BVI,BVI_ha,crop,Autres cereales,AB,0.500000028958637,c,0.182429129971823,TRUE,-38.837038642153,0
Autres cereales:Conventionnel,0.182429129971823,0.0763877475253604,172,0.00592862477072185,0.063510313523751,0.451428591954065,0.127395343241988,0.170588924779957,0.209275934656319,0.182429129971823,c,BVI,BVI_ha,crop,Autres cereales,Conventionnel,0.500000028958637,c,0.182429129971823,FALSE,0,NA
Ble tendre:AB,0.111164932559763,0.0448074705730281,81,0.00863924277059168,0.0577263670307231,0.289761085752458,0.0830887025550822,0.094118588941573,0.125545601924287,0.111164932559763,e,BVI,BVI_ha,crop,Ble tendre,AB,0.500000028958637,b,0.22397949276573,TRUE,-50.3682541704678,0
Ble tendre:Conventionnel,0.22397949276573,0.0800802159117838,3124,0.0013911138518854,0.0550859812916545,0.500000028958637,0.168696154078742,0.206667302763516,0.269424428624512,0.22397949276573,b,BVI,BVI_ha,crop,Ble tendre,Conventionnel,0.500000028958637,b,0.22397949276573,FALSE,0,NA
Ble tendre:LR,0.230290356790979,0.0637013622421839,97,0.00789463981510074,0.140504777016804,0.384432880009243,0.180248601034483,0.210286037275087,0.270456165879153,0.230290356790979,ab,BVI,BVI_ha,crop,Ble tendre,LR,0.500000028958637,b,0.22397949276573,FALSE,2.81760796371207,0.9995
Maïs grain:AB,0.138821645595085,0.0407325994297885,33,0.0135350921766313,0.0707480899024121,0.247520443629366,0.1163021261425,0.13062724368454,0.164196372621919,0.138821645595085,de,BVI,BVI_ha,crop,Maïs grain,AB,0.500000028958637,a,0.24228848652483,TRUE,-42.7039858202843,0
Maïs grain:Conventionnel,0.24228848652483,0.0809677523991429,1641,0.00191939295825698,0.0899746548007804,0.490061186094257,0.179564035600372,0.224063271022879,0.288761416884973,0.24228848652483,a,BVI,BVI_ha,crop,Maïs grain,Conventionnel,0.500000028958637,a,0.24228848652483,FALSE,0,NA
Melange cereales d'ete:AB,0.100015369902137,0.0273223440525319,42,0.0119975769057427,0.058102896153298,0.192134356780873,0.0819233757726053,0.0919339684439583,0.119414034406653,0.100015369902137,e,BVI,BVI_ha,crop,Melange cereales d'ete,AB,0.500000028958637,d,0.14969415861928,TRUE,-33.1868585757524,0.0154
Melange cereales d'ete:Conventionnel,0.14969415861928,0.0589491822452241,124,0.00698244213192637,0.0586574720086283,0.378887688082306,0.109742330314844,0.141819035522862,0.174907087993394,0.14969415861928,d,BVI,BVI_ha,crop,Melange cereales d'ete,Conventionnel,0.500000028958637,d,0.14969415861928,FALSE,0,NA
Triticale:AB,0.10635375255692,0.0423230810219389,36,0.0129588641558875,0.0576495683229472,0.238235870486259,0.0787470651302812,0.0942415411434856,0.122578725694241,0.10635375255692,e,BVI,BVI_ha,crop,Triticale,AB,0.500000028958637,c,0.189023035486265,TRUE,-43.7350308742406,0
Triticale:Conventionnel,0.189023035486265,0.0739799896373008,763,0.00281485429032062,0.0613002539189477,0.466970816481069,0.139033950934285,0.176488353191824,0.223593763794012,0.189023035486265,c,BVI,BVI_ha,crop,Triticale,Conventionnel,0.500000028958637,c,0.189023035486265,FALSE,0,NA
AB,0.0935407521318799,0.0185323965843486,59,0.00444782432084509,0.0568412013132092,0.150875339138111,0.0825899842577806,0.0941748350656324,0.104395619735475,0.0935407521318799,d,BVI,BVI_ha,milk,AB,AB,0.271137780991464,a,0.169388399893028,TRUE,-44.7773565421523,0
AOP - AOC,0.155688077218499,0.0379614571255786,39,0.00547068019526791,0.0741913559840486,0.271137780991464,0.131344987939552,0.155503213677111,0.180892724573103,0.155688077218499,ab,BVI,BVI_ha,milk,AOP - AOC,AOP - AOC,0.271137780991464,a,0.169388399893028,FALSE,-8.08811151364592,0.2182
Beurre de Charentes-Poitou,0.169916878996856,0.0350689167979069,60,0.00441060337927622,0.0751213610843369,0.251161686923533,0.154053244974968,0.173372795889079,0.189283204948637,0.169916878996856,a,BVI,BVI_ha,milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,0.271137780991464,a,0.169388399893028,FALSE,0.31199250017253,1
Bleu d'Auvergne - Cantal,0.136470233663814,0.0313561344272389,43,0.00521002015386221,0.06118362438,0.184549893255015,0.11575247986411,0.142570114589736,0.158569406813385,0.136470233663814,bc,BVI,BVI_ha,milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,0.271137780991464,a,0.169388399893028,TRUE,-19.4335422319367,0
Comte - Morbier,0.124786679333308,0.0228311738525847,41,0.00533558082000032,0.0414038448435057,0.160051401845871,0.112774657337343,0.122954498959774,0.142375519525786,0.124786679333308,c,BVI,BVI_ha,milk,Comte - Morbier,Comte - Morbier,0.271137780991464,a,0.169388399893028,TRUE,-26.3310360023982,0
Conventionnel,0.169388399893028,0.0353875130039589,879,0.00115233616899212,0.0570241863203906,0.263435096107847,0.146571465771196,0.172951011169851,0.193101268918231,0.169388399893028,a,BVI,BVI_ha,milk,Conventionnel,Conventionnel,0.271137780991464,a,0.169388399893028,FALSE,0,NA
Fromages de Savoie,0.138817911630073,0.0305825333761264,30,0.00623753511722103,0.059096146122775,0.198651143086167,0.127599057249631,0.140265243641421,0.158499254571767,0.138817911630073,bc,BVI,BVI_ha,milk,Fromages de Savoie,Fromages de Savoie,0.271137780991464,a,0.169388399893028,TRUE,-18.0475689493851,0
Munster,0.159008823474085,0.0338764505789183,38,0.00554219539000321,0.0646484847797136,0.232135673133719,0.144958996114706,0.163702584697064,0.181373517894719,0.159008823474085,ab,BVI,BVI_ha,milk,Munster,Munster,0.271137780991464,a,0.169388399893028,FALSE,-6.12767841569884,0.5971
Autres cereales:AB,6.99296627161486e-05,9.10748202232788e-05,40,1.15422309009926e-05,2.08602155785583e-05,0.00041566997092287,2.82952084668502e-05,3.58354609781711e-05,5.87028741497002e-05,6.99296627161486e-05,ab,BVI,BVI_kg,crop,Autres cereales,AB,0.00488032629182717,a,0.000106585772090662,FALSE,-34.3911843536992,0.1361
Autres cereales:Conventionnel,0.000106585772090662,0.000126149467314338,172,5.56615800383723e-06,1.32325292340561e-05,0.00073207236129323,3.61704668991933e-05,5.95370988576664e-05,0.000104101929177362,0.000106585772090662,a,BVI,BVI_kg,crop,Autres cereales,Conventionnel,0.00488032629182717,a,0.000106585772090662,FALSE,0,NA
Ble tendre:AB,4.14701554970735e-05,2.53069551177567e-05,81,8.11105309482537e-06,8.27734115621008e-06,0.00013098915776484,2.70458764906959e-05,3.42457695032521e-05,4.94371858255019e-05,4.14701554970735e-05,b,BVI,BVI_kg,crop,Ble tendre,AB,0.00488032629182717,b,4.00696005383549e-05,FALSE,3.49530551815189,1
Ble tendre:Conventionnel,4.00696005383549e-05,9.10528995885713e-05,3124,1.30606334527358e-06,9.50424747932846e-06,0.00488032629182717,2.59553539387371e-05,3.3450312784989e-05,4.42278669088721e-05,4.00696005383549e-05,b,BVI,BVI_kg,crop,Ble tendre,Conventionnel,0.00488032629182717,b,4.00696005383549e-05,FALSE,0,NA
Ble tendre:LR,3.95298885622205e-05,1.63617730216571e-05,97,7.4119739895235e-06,1.55435345581489e-05,0.00013310956497171,2.90993698652866e-05,3.68103900087837e-05,4.67447411442378e-05,3.95298885622205e-05,b,BVI,BVI_kg,crop,Ble tendre,LR,0.00488032629182717,b,4.00696005383549e-05,FALSE,-1.34693625312742,1
Maïs grain:AB,3.65947758137932e-05,1.77345487274287e-05,33,1.27075779907147e-05,1.01959086571257e-05,8.02727689832933e-05,2.44573448340697e-05,3.0552336888968e-05,4.98105124077154e-05,3.65947758137932e-05,b,BVI,BVI_kg,crop,Maïs grain,AB,0.00488032629182717,b,3.97460639565465e-05,FALSE,-7.92855399769526,1
Maïs grain:Conventionnel,3.97460639565465e-05,4.1039307751065e-05,1641,1.80204430036987e-06,8.41334380026635e-06,0.00122550045240648,2.44312167167336e-05,3.28645791658053e-05,4.43931716548903e-05,3.97460639565465e-05,b,BVI,BVI_kg,crop,Maïs grain,Conventionnel,0.00488032629182717,b,3.97460639565465e-05,FALSE,0,NA
Melange cereales d'ete:AB,3.75413716942653e-05,2.03228216920072e-05,42,1.12640639782675e-05,1.28947448901219e-05,0.00010292103234029,2.44810701830687e-05,3.02248241707612e-05,4.54631295789367e-05,3.75413716942653e-05,b,BVI,BVI_kg,crop,Melange cereales d'ete,AB,0.00488032629182717,b,4.21437682404946e-05,FALSE,-10.9207048595313,1
Melange cereales d'ete:Conventionnel,4.21437682404946e-05,2.68900566195902e-05,124,6.55554663383093e-06,1.30172647345412e-05,0.0001720371923693,2.85521838627599e-05,3.51242216998101e-05,4.71764094856065e-05,4.21437682404946e-05,b,BVI,BVI_kg,crop,Melange cereales d'ete,Conventionnel,0.00488032629182717,b,4.21437682404946e-05,FALSE,0,NA
Triticale:AB,3.84749174670777e-05,2.43685220042033e-05,36,1.2166579642238e-05,1.67711138987746e-05,0.00014194901313946,2.30454476750333e-05,3.07463008072188e-05,4.14232777086472e-05,3.84749174670777e-05,b,BVI,BVI_kg,crop,Triticale,AB,0.00488032629182717,b,4.65386924639415e-05,FALSE,-17.3270338506214,0.9999
Triticale:Conventionnel,4.65386924639415e-05,3.27660820877888e-05,763,2.6427585390593e-06,1.00279455553864e-05,0.00040426347644809,2.94991937942116e-05,3.91371071963976e-05,5.27853237834143e-05,4.65386924639415e-05,b,BVI,BVI_kg,crop,Triticale,Conventionnel,0.00488032629182717,b,4.65386924639415e-05,FALSE,0,NA
AB,6.03975574320913e-05,6.40279936225272e-05,59,2.94620329112067e-06,1.23983165638332e-05,0.00047633400968696,3.27019590473891e-05,4.38006235710574e-05,6.80872328990906e-05,6.03975574320913e-05,a,BVI,BVI_kg,milk,AB,AB,0.00047633400968696,a,6.07980350298002e-05,FALSE,-0.6587015476941,1
AOP - AOC,5.98721288897411e-05,9.63778220571874e-06,39,3.62373484951505e-06,4.24694984382352e-05,8.2317888059309e-05,5.39957685593217e-05,5.79766493724283e-05,6.46087497134485e-05,5.98721288897411e-05,a,BVI,BVI_kg,milk,AOP - AOC,AOP - AOC,0.00047633400968696,a,6.07980350298002e-05,FALSE,-1.52292115954955,1
Beurre de Charentes-Poitou,6.25279449836625e-05,1.44747100598185e-05,60,2.92154843682822e-06,3.2969623928434e-05,0.00010856443269237,5.23209575756167e-05,6.17555267966144e-05,7.22253825356948e-05,6.25279449836625e-05,a,BVI,BVI_kg,milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,0.00047633400968696,a,6.07980350298002e-05,FALSE,2.84533859196991,0.9992
Bleu d'Auvergne - Cantal,6.03423331428315e-05,1.29312276820732e-05,43,3.45107572081385e-06,3.86039404951344e-05,9.78481170126694e-05,5.01973704325692e-05,5.99115901815752e-05,6.78417181113664e-05,6.03423331428315e-05,a,BVI,BVI_kg,milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,0.00047633400968696,a,6.07980350298002e-05,FALSE,-0.749533906392453,1
Comte - Morbier,6.31280337340339e-05,1.45944062185066e-05,41,3.53424610280887e-06,1.90851493762883e-05,9.99095305332722e-05,5.74513759174816e-05,6.29857018879563e-05,6.95744379942745e-05,6.31280337340339e-05,a,BVI,BVI_kg,milk,Comte - Morbier,Comte - Morbier,0.00047633400968696,a,6.07980350298002e-05,FALSE,3.83235856733138,0.9982
Conventionnel,6.07980350298002e-05,1.89902264369071e-05,879,7.632982709436e-07,1.38656182908805e-05,0.00025316698501158,4.91004614110863e-05,5.82823598598999e-05,6.98972617181099e-05,6.07980350298002e-05,a,BVI,BVI_kg,milk,Conventionnel,Conventionnel,0.00047633400968696,a,6.07980350298002e-05,FALSE,0,NA
Fromages de Savoie,6.29922029748945e-05,1.9268488478603e-05,30,4.13169342249239e-06,2.67490074390751e-05,0.00010623168678513,4.84375996945287e-05,6.63834368083212e-05,7.7278241730062e-05,6.29922029748945e-05,a,BVI,BVI_kg,milk,Fromages de Savoie,Fromages de Savoie,0.00047633400968696,a,6.07980350298002e-05,FALSE,3.6089454930884,0.9995
Munster,6.56313788590428e-05,1.4898425774439e-05,38,3.67110594308698e-06,2.19599847875383e-05,9.88837592360766e-05,5.41173910153927e-05,6.59669062389825e-05,7.4373882993875e-05,6.56313788590428e-05,a,BVI,BVI_kg,milk,Munster,Munster,0.00047633400968696,a,6.07980350298002e-05,FALSE,7.94983559398508,0.903
Autres cereales:AB,47.2679116533837,47.7436759194315,40,8.24100213428884,0,216.984643179765,16.9686923352008,29.2643509568682,56.550008854289,47.2679116533837,bc,practice_crops,A.3.1_max,crop,Autres cereales,AB,246.166070798635,bc,47.5400480175618,FALSE,-0.572436031359379,1
Autres cereales:Conventionnel,47.5400480175618,51.1340859988784,172,3.97416412675184,0,229.068824638592,7.83694470489939,32.8307561967958,70.2768450095529,47.5400480175618,bc,practice_crops,A.3.1_max,crop,Autres cereales,Conventionnel,246.166070798635,bc,47.5400480175618,FALSE,0,NA
Ble tendre:AB,51.2426381300676,59.8282309015976,81,5.791185988147,0,246.166070798635,9.39886187273668,31.5925453966231,67.8385329840438,51.2426381300676,bc,practice_crops,A.3.1_max,crop,Ble tendre,AB,246.166070798635,b,60.5662536330094,FALSE,-15.394076641155,0.8871
Ble tendre:Conventionnel,60.5662536330094,52.91677476763,3124,0.932512172754258,0,246.166070798635,21.7372209805067,49.2468469821932,86.1415954437333,60.5662536330094,b,practice_crops,A.3.1_max,crop,Ble tendre,Conventionnel,246.166070798635,b,60.5662536330094,FALSE,0,NA
Ble tendre:LR,61.8622197943781,49.0789441422445,97,5.29205263617655,0,237.154904126092,27.8029529783007,51.1505016722408,88.1435594886922,61.8622197943781,ab,practice_crops,A.3.1_max,crop,Ble tendre,LR,246.166070798635,b,60.5662536330094,FALSE,2.13974958600118,1
Maïs grain:AB,59.8025606347381,46.681402738975,33,9.07304473818101,0,216.984643179765,24.8037117538873,55.4041289788027,84.2273948075201,59.8025606347381,bc,practice_crops,A.3.1_max,crop,Maïs grain,AB,246.166070798635,a,65.9897670601827,TRUE,-9.3760088890781,0.9999
Maïs grain:Conventionnel,65.9897670601827,56.1228063081054,1641,1.28663609771955,0,246.166070798635,26.1832760595647,53.8156028368794,90.9415066146726,65.9897670601827,a,practice_crops,A.3.1_max,crop,Maïs grain,Conventionnel,246.166070798635,a,65.9897670601827,FALSE,0,NA
Melange cereales d'ete:AB,31.0015768583546,43.4270523687465,42,8.04239458402149,0,246.166070798635,0.168535866200655,20.7320279051337,41.2312762622041,31.0015768583546,c,practice_crops,A.3.1_max,crop,Melange cereales d'ete,AB,246.166070798635,c,33.1528173943814,FALSE,-6.48886189802792,1
Melange cereales d'ete:Conventionnel,33.1528173943814,37.8995082387279,124,4.68057468822466,0,198.375776397515,0.629265123441932,21.2061054772722,53.101624862589,33.1528173943814,c,practice_crops,A.3.1_max,crop,Melange cereales d'ete,Conventionnel,246.166070798635,c,33.1528173943814,FALSE,0,NA
Triticale:AB,50.7955950752107,49.0649196584628,36,8.68677898222051,0,216.984643179765,21.4424334476329,37.4167424492723,65.5839676095299,50.7955950752107,bc,practice_crops,A.3.1_max,crop,Triticale,AB,246.166070798635,c,40.7782657787632,FALSE,24.5653636934808,0.9892
Triticale:Conventionnel,40.7782657787632,41.5094009786119,763,1.88689508532746,0,246.166070798635,6.4812265048644,31.2509119589865,61.1678739244523,40.7782657787632,c,practice_crops,A.3.1_max,crop,Triticale,Conventionnel,246.166070798635,c,40.7782657787632,FALSE,0,NA
Autres cereales:AB,238.758248055567,165.88340029736,40,23.733248801894,44.8944915582142,759.640919231174,144.553051173948,217.366515306367,309.805215224997,238.758248055567,bc,practice_crops,A.4.5_max,crop,Autres cereales,AB,759.640919231174,c,206.992068661035,FALSE,15.3465683975319,0.982
Autres cereales:Conventionnel,206.992068661035,126.820668186582,172,11.4451888814979,18.6819864716959,759.640919231174,130.046575413893,191.950327528269,258.48896316225,206.992068661035,c,practice_crops,A.4.5_max,crop,Autres cereales,Conventionnel,759.640919231174,c,206.992068661035,FALSE,0,NA
Ble tendre:AB,205.797412064678,194.580035947301,81,16.6780272198772,49.2756231178666,759.640919231174,49.2756231178666,166.528175225284,259.437544111363,205.797412064678,c,practice_crops,A.4.5_max,crop,Ble tendre,AB,759.640919231174,c,236.121094001466,FALSE,-12.8424281892409,0.7834
Ble tendre:Conventionnel,236.121094001466,122.800390044468,3124,2.68554030761472,10.5842660561162,759.640919231174,164.372401879212,220.093403013456,285.650018709882,236.121094001466,c,practice_crops,A.4.5_max,crop,Ble tendre,Conventionnel,759.640919231174,c,236.121094001466,FALSE,0,NA
Ble tendre:LR,234.405882262953,79.7296647733931,97,15.2405738817268,58.7097564933619,493.926380577101,189.739557468442,221.198631479502,261.429547357402,234.405882262953,c,practice_crops,A.4.5_max,crop,Ble tendre,LR,759.640919231174,c,236.121094001466,FALSE,-0.726411905622696,1
Maïs grain:AB,425.518378676904,266.512243564578,33,26.1294469596139,127.4426878009,759.640919231174,127.4426878009,449.268087798556,759.640919231174,425.518378676904,a,practice_crops,A.4.5_max,crop,Maïs grain,AB,759.640919231174,a,364.961249630618,FALSE,16.5927558357433,0.4376
Maïs grain:Conventionnel,364.961249630618,197.983954020136,1641,3.70538122998692,61.0824823782276,759.640919231174,224.430243376869,304.651346249935,446.798909025698,364.961249630618,a,practice_crops,A.4.5_max,crop,Maïs grain,Conventionnel,759.640919231174,a,364.961249630618,FALSE,0,NA
Melange cereales d'ete:AB,251.675684372813,178.333627792251,42,23.161279237074,44.8944915582142,759.640919231174,162.751629454881,205.434972873648,261.314118348396,251.675684372813,bc,practice_crops,A.4.5_max,crop,Melange cereales d'ete,AB,759.640919231174,c,197.335325236511,FALSE,27.5370661949015,0.6294
Melange cereales d'ete:Conventionnel,197.335325236511,89.7012445726736,124,13.4795795221657,55.3334957375705,583.287467103714,138.70214856348,186.36627043583,237.541415232385,197.335325236511,c,practice_crops,A.4.5_max,crop,Melange cereales d'ete,Conventionnel,759.640919231174,c,197.335325236511,FALSE,0,NA
Triticale:AB,207.811946975136,214.302395841967,36,25.0170408298158,45.5863840387558,759.640919231174,45.5863840387558,161.175504441571,217.458172746161,207.811946975136,c,practice_crops,A.4.5_max,crop,Triticale,AB,759.640919231174,b,281.851004355988,TRUE,-26.2688641291262,0.1256
Triticale:Conventionnel,281.851004355988,132.451828770905,763,5.43406612368414,45.2921143980481,759.640919231174,203.762181070429,252.376692623195,323.936792691861,281.851004355988,b,practice_crops,A.4.5_max,crop,Triticale,Conventionnel,759.640919231174,b,281.851004355988,FALSE,0,NA
Autres cereales:AB,0,0,40,11.1960761602148,0,0,0,0,0,0,e,practice_crops,A.4.5_min_max,crop,Autres cereales,AB,269.352906450692,c,125.635450624244,TRUE,-100,0
Autres cereales:Conventionnel,125.635450624244,76.8103414563618,172,5.39922736473685,0,269.352906450692,68.6030114134622,123.405113239328,182.776202554728,125.635450624244,c,practice_crops,A.4.5_min_max,crop,Autres cereales,Conventionnel,269.352906450692,c,125.635450624244,FALSE,0,NA
Ble tendre:AB,0,0,81,7.86780033844244,0,0,0,0,0,0,e,practice_crops,A.4.5_min_max,crop,Ble tendre,AB,269.352906450692,a,174.517632814004,TRUE,-100,0
Ble tendre:Conventionnel,174.517632814004,76.4448581992563,3124,1.26689413937217,0,269.352906450692,121.235318525601,184.15454542997,241.092698074847,174.517632814004,a,practice_crops,A.4.5_min_max,crop,Ble tendre,Conventionnel,269.352906450692,a,174.517632814004,FALSE,0,NA
Ble tendre:LR,192.67405407255,54.6004515952155,97,7.18968681150707,48.1254904372457,269.352906450692,161.068138332789,195.181318367095,228.678579696774,192.67405407255,a,practice_crops,A.4.5_min_max,crop,Ble tendre,LR,269.352906450692,a,174.517632814004,FALSE,10.403774659204,0.3122
Maïs grain:AB,0,0,33,12.3264741639916,0,0,0,0,0,0,e,practice_crops,A.4.5_min_max,crop,Maïs grain,AB,269.352906450692,b,148.826724381163,TRUE,-100,0
Maïs grain:Conventionnel,148.826724381163,70.9482841279487,1641,1.74800048656858,0,269.352906450692,97.9069354571457,153.135959659488,196.376479433838,148.826724381163,b,practice_crops,A.4.5_min_max,crop,Maïs grain,Conventionnel,269.352906450692,b,148.826724381163,FALSE,0,NA
Melange cereales d'ete:AB,0,0,42,10.9262515414909,0,0,0,0,0,0,e,practice_crops,A.4.5_min_max,crop,Melange cereales d'ete,AB,269.352906450692,cd,108.704570243672,TRUE,-100,0
Melange cereales d'ete:Conventionnel,108.704570243672,68.0505025045296,124,6.35894395232543,0,269.352906450692,62.2738542003348,107.438669748091,146.136654922332,108.704570243672,cd,practice_crops,A.4.5_min_max,crop,Melange cereales d'ete,Conventionnel,269.352906450692,cd,108.704570243672,FALSE,0,NA
Triticale:AB,0,0,36,11.8017005076637,0,0,0,0,0,0,e,practice_crops,A.4.5_min_max,crop,Triticale,AB,269.352906450692,d,95.1590570389822,TRUE,-100,0
Triticale:Conventionnel,95.1590570389822,56.4292468704653,763,2.56350146953145,0,269.352906450692,55.5332037737664,88.1644919670759,125.950932892383,95.1590570389822,d,practice_crops,A.4.5_min_max,crop,Triticale,Conventionnel,269.352906450692,d,95.1590570389822,FALSE,0,NA
Autres cereales:AB,239.355648389144,167.838871125214,40,24.1809662915561,44.8944915582142,783.536932574232,144.553051173948,217.366515306367,309.805215224997,239.355648389144,b,practice_crops,A.4.5_org_max,crop,Autres cereales,AB,783.536932574232,c,78.1274458740147,TRUE,206.36563849165,0
Autres cereales:Conventionnel,78.1274458740147,107.643537987667,172,11.6610974272476,10.882197997632,783.536932574232,18.5900110404375,58.0603601903413,85.6784885586734,78.1274458740147,c,practice_crops,A.4.5_org_max,crop,Autres cereales,Conventionnel,783.536932574232,c,78.1274458740147,FALSE,0,NA
Ble tendre:AB,206.97746210631,198.020192457947,81,16.9926510011273,49.2756231178666,783.536932574232,49.2756231178666,166.528175225284,259.437544111363,206.97746210631,b,practice_crops,A.4.5_org_max,crop,Ble tendre,AB,783.536932574232,c,49.9233442041419,TRUE,314.590539567937,0
Ble tendre:Conventionnel,49.9233442041419,97.1130869693076,3124,2.73620186579194,6.19580475943394,783.536932574232,10.5842660561162,28.5995563829824,43.816163058103,49.9233442041419,c,practice_crops,A.4.5_org_max,crop,Ble tendre,Conventionnel,783.536932574232,c,49.9233442041419,FALSE,0,NA
Ble tendre:LR,32.8885419387565,47.2274658826071,97,15.5280807265037,8.56015874767486,297.484737112097,10.5842660561162,10.5842660561162,34.6614983145802,32.8885419387565,c,practice_crops,A.4.5_org_max,crop,Ble tendre,LR,783.536932574232,c,49.9233442041419,FALSE,-34.1219173854384,0.9922
Maïs grain:AB,432.03547322501,275.021246524958,33,26.6223676927453,127.4426878009,783.536932574232,127.4426878009,449.268087798556,783.536932574232,432.03547322501,a,practice_crops,A.4.5_org_max,crop,Maïs grain,AB,783.536932574232,b,222.017747924047,TRUE,94.5950165086849,0
Maïs grain:Conventionnel,222.017747924047,232.567283565854,1641,3.77528164675576,51.9475632637754,783.536932574232,61.0824823782276,126.199754012531,256.803950560176,222.017747924047,b,practice_crops,A.4.5_org_max,crop,Maïs grain,Conventionnel,783.536932574232,b,222.017747924047,FALSE,0,NA
Melange cereales d'ete:AB,253.382542468745,183.3521838412,42,23.5982067678957,44.8944915582142,783.536932574232,162.751629454881,205.434972873648,261.314118348396,253.382542468745,b,practice_crops,A.4.5_org_max,crop,Melange cereales d'ete,AB,783.536932574232,c,87.5261165483175,TRUE,189.493641967845,0
Melange cereales d'ete:Conventionnel,87.5261165483175,58.4316302737268,124,13.7338659688187,18.5900110404375,406.731245316862,56.6197645912882,72.0139390263156,92.3292529500586,87.5261165483175,c,practice_crops,A.4.5_org_max,crop,Melange cereales d'ete,Conventionnel,783.536932574232,c,87.5261165483175,FALSE,0,NA
Triticale:AB,209.139503271972,217.860881722004,36,25.4889765016909,45.5863840387558,783.536932574232,45.5863840387558,161.175504441571,217.458172746161,209.139503271972,b,practice_crops,A.4.5_org_max,crop,Triticale,AB,783.536932574232,b,188.373102838717,FALSE,11.024079404285,0.9994
Triticale:Conventionnel,188.373102838717,131.548299120756,763,5.53657743445588,40.4054460190818,783.536932574232,125.701299961933,161.686653345069,208.40377802038,188.373102838717,b,practice_crops,A.4.5_org_max,crop,Triticale,Conventionnel,783.536932574232,b,188.373102838717,FALSE,0,NA
Autres cereales:AB,2.75694179816897,8.87958865950504,40,9.90524098784225,0,52.3093075643589,0,0,0.455458503584558,2.75694179816897,e,practice_crops,A.5.1_max,crop,Autres cereales,AB,452.767450826648,bc,74.2054372313459,TRUE,-96.2847172646206,0
Autres cereales:Conventionnel,74.2054372313459,53.3517154410841,172,4.77673136825509,0,237.901963492964,29.1318451226773,64.9277247809238,109.989844134521,74.2054372313459,bc,practice_crops,A.5.1_max,crop,Autres cereales,Conventionnel,452.767450826648,bc,74.2054372313459,FALSE,0,NA
