production_type,product_name,FQS,match,n,BVI_ha,BVI_kg,statistique,A.3.1_max,A.4.5_max,A.4.5_min_max,A.4.5_org_max,A.5.1_max,yield,cow_pMFA,feed_autonomy,grassland_share_pseudofarm,ha_temp_pasture_pha_pseudofarm,kg_DM_panim_maize_produced,MFA_pcow,MFA_pha_pseudofarm,nb_cow_pha,share_concent,share_soybean,yield_l_panim,yield_l_pha,feed_A.3.1_max,feed_A.4.5_max,feed_A.4.5_min_max,feed_A.4.5_org_max,feed_A.5.1_max,feed_yield
milk,Conventionnel,Conventionnel,NA__AB,177,0.137699335221757,4.74525301469504e-05,q25,NA,NA,NA,NA,NA,NA,0.929866308768636,0.531569951081488,0.092204956861377,0.0450224931242931,1934.55896016133,0.645887390212283,0.353830672020782,0.425226953287667,0.282501802406704,0.0395706121534351,5718.59903381643,2921.06662846513,45.3747445559041,178.249060976064,44.7437625732097,66.9404223790673,64.7026506890527,3925.86642789424
milk,Conventionnel,Conventionnel,NA__AB,177,0.167652926655218,5.66365730395839e-05,q50,NA,NA,NA,NA,NA,NA,1.17029781415417,0.624327606260604,0.214684814942585,0.0877275363629117,2915.28077739891,0.854483352788923,0.46140561665941,0.52663405001878,0.376290535182794,0.0587071893660259,6947.2461928934,3549.41749510904,58.5268122347731,236.910301254883,110.794915226347,161.971005016714,110.958061035777,6413.48711259131
milk,Conventionnel,Conventionnel,NA__AB,177,0.187793688997387,6.69143709650182e-05,q75,NA,NA,NA,NA,NA,NA,1.54825750611315,0.716172736003191,0.365370018919433,0.178250865345472,3870.96379897446,1.07542341363485,0.59554435618185,0.618541333653002,0.476222710282922,0.0728936186335494,8409.47625840636,4189.05977646443,98.9742446938963,477.711744015132,173.488403527556,396.161158464187,149.383009053613,7423.19768237021
milk,Conventionnel,Conventionnel,NA__AB,177,0.238880609500211,0.00015659124264277,q100,NA,NA,NA,NA,NA,NA,3.7617708664996,0.996461115150019,0.761941940060199,0.663006160499147,8305.5880957917,3.47389466130427,0.991551220982642,1.77437890939142,0.751296240023717,0.12777607057644,10072.5,10012.9476954615,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,15738.5826771654
milk,Conventionnel,Conventionnel,NA__AB,177,0.238880609500211,0.00015659124264277,max,NA,NA,NA,NA,NA,NA,3.7617708664996,0.996461115150019,0.761941940060199,0.663006160499147,8305.5880957917,3.47389466130427,0.991551220982642,1.77437890939142,0.751296240023717,0.12777607057644,10072.5,10012.9476954615,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,15738.5826771654
milk,AOP - AOC,AOP - AOC,NA__AOP - AOC,38,0.15441594159763,5.97413090022017e-05,mean,NA,NA,NA,NA,NA,NA,1.12216813198677,0.64316037685887,0.339293088102996,0.0613532607532864,3060.02261527412,1.0141718805076,0.499124405315099,0.523643390686833,0.349517500708383,0.0553894930065949,6568.85091721828,3282.74780264189,99.6399080026228,342.992146283705,122.844897007633,252.227223279632,182.901158980449,6663.28930066276
milk,AOP - AOC,AOP - AOC,NA__AOP - AOC,38,0.0376191372358028,9.73199991504046e-06,sd,NA,NA,NA,NA,NA,NA,0.388270403206884,0.112063515102308,0.194902556022344,0.0454932222936358,1027.97020708305,0.416764873725535,0.154590773389127,0.159656185338288,0.128986988541786,0.0203924325283892,1867.50804894298,838.676371860711,94.2834007351893,224.909276684223,84.8685434895035,259.849640953481,188.768263759572,3248.69223655489
milk,AOP - AOC,AOP - AOC,NA__AOP - AOC,38,0.0741913559840486,4.24694984382352e-05,q0,NA,NA,NA,NA,NA,NA,0.408192603449534,0.370751816955774,0.0513081392439329,0.000296766801822726,1350.84339165521,0.479223380636961,0.21643158606609,0.267212915162571,0.0366324163381696,0.00625674929997591,3259.88530033203,1295.79494541586,0,20.3675386586235,0,16.7260690970475,0,1011.56069364162
milk,AOP - AOC,AOP - AOC,NA__AOP - AOC,38,0.130862044387458,5.39450869581667e-05,q25,NA,NA,NA,NA,NA,NA,0.902849734182387,0.564315271456753,0.177754912157394,0.0200173920939609,2333.21246327865,0.770619961679573,0.368016951200441,0.403126720023443,0.260992374609425,0.0424503996173267,5335.56558484437,2932.73359549059,45.3747445559041,178.249060976064,40.9004705297874,66.9404223790673,85.8321895723261,4838.10240963855
milk,AOP - AOC,AOP - AOC,NA__AOP - AOC,38,0.155038863991501,5.78124072680878e-05,q50,NA,NA,NA,NA,NA,NA,1.03371008329368,0.668950544358378,0.312088087729864,0.0493462303952177,2893.96473640362,0.967416808329106,0.537293773415696,0.512518472684152,0.333194446441708,0.0542523629688234,6722.24098742868,3418.7969840601,58.5268122347731,257.859996595701,110.794915226347,161.971005016714,141.317316432834,6413.48711259131
milk,AOP - AOC,AOP - AOC,NA__AOP - AOC,38,0.17907344346866,6.43437117902459e-05,q75,NA,NA,NA,NA,NA,NA,1.29847613362457,0.718003986095364,0.459962688031003,0.106624059338641,3772.4178416862,1.10816027016314,0.590101970527799,0.589476543815477,0.468382567562304,0.0737674061143691,7797.90910633833,3745.78450305963,92.1493945868946,520.116684432841,173.488403527556,408.235088069974,149.383009053613,8288.09851399913
milk,AOP - AOC,AOP - AOC,NA__AOP - AOC,38,0.271137780991464,8.2317888059309e-05,q100,NA,NA,NA,NA,NA,NA,2.08670953965319,0.837645322699797,0.724686600816976,0.153707494721129,5212.81635767384,2.44982391045122,0.841443863100432,0.943828160359962,0.583196044814601,0.0930956480720704,10497.5384615385,4999.47755275542,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,14115.0831339421
milk,AOP - AOC,AOP - AOC,NA__AOP - AOC,38,0.271137780991464,8.2317888059309e-05,max,NA,NA,NA,NA,NA,NA,2.08670953965319,0.837645322699797,0.724686600816976,0.153707494721129,5212.81635767384,2.44982391045122,0.841443863100432,0.943828160359962,0.583196044814601,0.0930956480720704,10497.5384615385,4999.47755275542,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,14115.0831339421
milk,Conventionnel,Conventionnel,NA__AOP - AOC,112,0.160560955299388,6.08908043731929e-05,mean,NA,NA,NA,NA,NA,NA,1.23382585910947,0.638577403344761,0.301171431844539,0.0850316364688392,3077.6943640549,0.93663538713922,0.472270975213819,0.533525736922098,0.369704960616767,0.0575597465870777,6825.30844372065,3489.23835544066,97.0136749464178,337.727466160151,122.01426065864,248.797042775534,181.335673763706,6595.84124605644
milk,Conventionnel,Conventionnel,NA__AOP - AOC,112,0.0329780316983491,1.91455433910439e-05,sd,NA,NA,NA,NA,NA,NA,0.502270666982582,0.131648933476986,0.175874094787831,0.105636374112857,1239.98973493957,0.359595516722638,0.16300943965967,0.188055112107021,0.127972988848761,0.0219308484289602,1805.54339692702,1005.99862407118,91.6373080725773,224.648924127035,80.549955600614,263.199594044422,189.338902444974,3346.93382729644
milk,Conventionnel,Conventionnel,NA__AOP - AOC,112,0.0870205247923568,1.38656182908805e-05,q0,NA,NA,NA,NA,NA,NA,0.438538246120847,0.372568153795921,0,0.00139214627824653,855.100781885684,0.265832246430926,0.207252487496954,0.256551986433512,0.00353888484998134,0.0006044350201585,393.599137931034,315.047685548861,0,12.0425647121985,0.00657977208703239,10.2257530176385,1.53639333948619,578.034682080925
milk,Conventionnel,Conventionnel,NA__AOP - AOC,112,0.133132086971707,5.00476541638812e-05,q25,NA,NA,NA,NA,NA,NA,0.85256348349541,0.554260524641782,0.164484658700722,0.0201712906991783,2091.64682939255,0.638855328642789,0.347598671591752,0.425403851582717,0.290986402951179,0.0445120136712752,5619.14760863891,2841.338061081,45.3747445559041,178.249060976064,52.3480193027023,61.3986306235101,83.3869420281669,3715.14144628292
milk,Conventionnel,Conventionnel,NA__AOP - AOC,112,0.159571036952238,5.77039767965085e-05,q50,NA,NA,NA,NA,NA,NA,1.09389528865645,0.630494727166484,0.286623137451558,0.0374656664520962,3020.99966938185,0.9141895010936,0.450166465670016,0.492135160269768,0.377174808538861,0.058807188392482,6922.03796032288,3535.76242400007,58.5268122347731,237.177045726022,110.794915226347,157.746628388612,135.396675125972,6413.48711259131
milk,Conventionnel,Conventionnel,NA__AOP - AOC,112,0.186758892172881,6.7495796101417e-05,q75,NA,NA,NA,NA,NA,NA,1.5653088953148,0.711016130619998,0.422777048252237,0.0900172659364098,3804.46091650104,1.17293621127172,0.593556704052691,0.609297562663286,0.455020146043505,0.0719977033200089,7984.78213831999,3990.904874925,89.5478151227393,508.23687369027,173.488403527556,424.040670915903,149.383009053613,7576.04673807205
milk,Conventionnel,Conventionnel,NA__AOP - AOC,112,0.230064223011855,0.00015659124264277,q100,NA,NA,NA,NA,NA,NA,3.7617708664996,0.996461115150019,0.761941940060199,0.45260772738856,6328.04137488799,2.28030282157974,0.991551220982642,1.77437890939142,0.654332719170329,0.107164204738237,12980.0872093023,6608.03180049219,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,15174.0475957301
milk,Conventionnel,Conventionnel,NA__AOP - AOC,112,0.230064223011855,0.00015659124264277,max,NA,NA,NA,NA,NA,NA,3.7617708664996,0.996461115150019,0.761941940060199,0.45260772738856,6328.04137488799,2.28030282157974,0.991551220982642,1.77437890939142,0.654332719170329,0.107164204738237,12980.0872093023,6608.03180049219,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,15174.0475957301
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,NA__Beurre de Charentes-Poitou,60,0.169916878996856,6.25279449836625e-05,mean,NA,NA,NA,NA,NA,NA,1.27665764977449,0.634335533322689,0.161872580393268,0.144712165362309,3300.44418144449,0.916927270216854,0.456350579207857,0.514698755875434,0.373811941541337,0.0583379356776889,6968.09696767134,3477.75241166549,90.6215292214855,321.020411336143,115.554705422436,235.858442259885,161.156468913538,6514.53211017817
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,NA__Beurre de Charentes-Poitou,60,0.0350689167979069,1.44747100598185e-05,sd,NA,NA,NA,NA,NA,NA,0.773043283148406,0.136936289020944,0.129821701538251,0.130616289230201,1543.770093897,0.324903655817154,0.156389221514569,0.126657270704254,0.147315970256791,0.025759880881947,1767.98285556731,933.936792658471,89.3092217155591,219.450836419214,81.5303536489064,249.318486332847,186.326974243366,3119.63508115516
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,NA__Beurre de Charentes-Poitou,60,0.0751213610843369,3.2969623928434e-05,q0,NA,NA,NA,NA,NA,NA,0.50064687481021,0.262727066162134,0,0.00130139911030113,325.431106124352,0.156856007047568,0.100554526968732,0.29112469295557,0,0,2452.61728395062,1230.38279332601,0,13.096855468115,0,7.82297776906494,0,560.747663551402
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,NA__Beurre de Charentes-Poitou,60,0.154053244974968,5.23209575756167e-05,q25,NA,NA,NA,NA,NA,NA,0.91982223331846,0.541371410431823,0.0413965875662395,0.0666874742312705,2155.98628720665,0.733433431986784,0.35070280190443,0.431654929859747,0.317821080878886,0.0451660654903858,6310.82371887667,2805.6149785615,45.3747445559041,178.249060976064,43.8458810674916,66.4628484818692,57.4712879604739,3714.55877668047
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,NA__Beurre de Charentes-Poitou,60,0.173372795889079,6.17555267966144e-05,q50,NA,NA,NA,NA,NA,NA,1.18470714408985,0.635497104876962,0.143885678767439,0.112098438204904,2992.88769048606,0.844103544845711,0.447199233117036,0.502143678752445,0.372454832316479,0.0608222857568394,7487.37003981969,3595.96123963055,58.5268122347731,227.759547284215,110.794915226347,161.971005016714,91.7356249755906,6413.48711259131
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,NA__Beurre de Charentes-Poitou,60,0.189283204948637,7.22253825356948e-05,q75,NA,NA,NA,NA,NA,NA,1.36349453766751,0.712572740472318,0.244777480202463,0.176501375901006,4531.3202649221,1.08716993394548,0.551696869722617,0.584430562879578,0.462526840219172,0.075364681005936,8070.04556263864,4099.85283737262,88.4765146803705,421.466390471991,173.488403527556,303.153307738059,149.383009053613,8475.82937980558
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,NA__Beurre de Charentes-Poitou,60,0.251161686923533,0.00010856443269237,q100,NA,NA,NA,NA,NA,NA,6.37527385034569,0.96642242344731,0.45040565272674,0.785584315431159,6665.51208860843,1.99741584400999,0.882319828641289,0.827772581796372,0.772834374670133,0.125924860377685,9732.18142548596,5693.15876950394,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12381.8918918919
milk,Beurre de Charentes-Poitou,Beurre de Charentes-Poitou,NA__Beurre de Charentes-Poitou,60,0.251161686923533,0.00010856443269237,max,NA,NA,NA,NA,NA,NA,6.37527385034569,0.96642242344731,0.45040565272674,0.785584315431159,6665.51208860843,1.99741584400999,0.882319828641289,0.827772581796372,0.772834374670133,0.125924860377685,9732.18142548596,5693.15876950394,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12381.8918918919
milk,Conventionnel,Conventionnel,NA__Beurre de Charentes-Poitou,107,0.178018315536127,6.60268384980768e-05,mean,NA,NA,NA,NA,NA,NA,1.25481016759016,0.621847404301962,0.153263453886217,0.165087809512028,3226.12544779422,0.901766664731959,0.454167625206442,0.519934254006101,0.380348613978822,0.0596181191821647,7123.59226785187,3583.11336046553,97.6548287390562,330.666876576464,117.432508360125,245.839531683648,165.910248179922,6413.66837929627
milk,Conventionnel,Conventionnel,NA__Beurre de Charentes-Poitou,107,0.030971804100616,1.81795212684747e-05,sd,NA,NA,NA,NA,NA,NA,0.521182788594103,0.146606120978969,0.147061949565749,0.147081752836578,1254.77634783275,0.292506883804157,0.163250857988576,0.175416716661396,0.150384672194729,0.0256142807686242,1656.34651843529,1239.30372586038,89.8333121910685,217.917350990754,78.7024154974156,252.908842164886,190.678084460005,3146.17941921351
milk,Conventionnel,Conventionnel,NA__Beurre de Charentes-Poitou,107,0.0873421168522013,2.01044651237885e-05,q0,NA,NA,NA,NA,NA,NA,0.554787456001869,0.252930679668523,0,0.00301502628295894,392.47011238239,0.271255725823349,0.115589916624209,0.255034230352436,0.016711485049758,0.00160204904270936,1858.10810810811,1311.17418536696,0,16.4326809367187,1.03710468016615,10.3287564076782,6.16143928392383,1040.26804751751
milk,Conventionnel,Conventionnel,NA__Beurre de Charentes-Poitou,107,0.15909449945739,5.39034115795135e-05,q25,NA,NA,NA,NA,NA,NA,0.918236120758013,0.542098560937517,0.0265240245481959,0.058620607430116,2454.61659391161,0.680701351784084,0.345371419733912,0.412816325834648,0.28796498543693,0.045755077850285,6279.06124745704,2914.7527632904,52.4590136696428,178.249060976064,49.4991732959359,66.9404223790673,57.4103765015191,3650
milk,Conventionnel,Conventionnel,NA__Beurre de Charentes-Poitou,107,0.178789989053906,6.16924065747583e-05,q50,NA,NA,NA,NA,NA,NA,1.12325796150081,0.625922328801559,0.119886427001799,0.118099290577975,3159.8000022885,0.890267449040715,0.439516819222058,0.486193010494653,0.370098997371573,0.0571893504366418,7212.65060240964,3462.10664942759,58.5268122347731,234.314248903611,110.794915226347,161.971005016714,98.1784748900553,6413.48711259131
milk,Conventionnel,Conventionnel,NA__Beurre de Charentes-Poitou,107,0.197680619149494,7.76817220846029e-05,q75,NA,NA,NA,NA,NA,NA,1.46920435000437,0.714894418807213,0.233668329681171,0.234574917869417,3856.26718098742,1.08920472043881,0.55621380414408,0.56965773160003,0.481781517072579,0.0724898613346007,8338.26980848403,4114.32622087006,93.8127136021873,461.553164228507,173.488403527556,364.417566910634,149.383009053613,7423.19768237021
milk,Conventionnel,Conventionnel,NA__Beurre de Charentes-Poitou,107,0.245645432881139,0.0001137580158759,q100,NA,NA,NA,NA,NA,NA,3.68655812504852,0.990620220706794,0.672000640623239,0.645331988708109,7644.26208544245,1.80249208806306,0.827395655465932,1.24049339505321,0.749373534418991,0.127598065163588,10431.4952198853,11122.5696090047,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,14765.7707875564
milk,Conventionnel,Conventionnel,NA__Beurre de Charentes-Poitou,107,0.245645432881139,0.0001137580158759,max,NA,NA,NA,NA,NA,NA,3.68655812504852,0.990620220706794,0.672000640623239,0.645331988708109,7644.26208544245,1.80249208806306,0.827395655465932,1.24049339505321,0.749373534418991,0.127598065163588,10431.4952198853,11122.5696090047,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,14765.7707875564
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,NA__Bleu d'Auvergne - Cantal,43,0.136470233663814,6.03423331428315e-05,mean,NA,NA,NA,NA,NA,NA,0.873972277000037,0.621124999835837,0.388871195737118,0.133076757071323,1067.79408323201,1.22064578120294,0.552076400384906,0.46529529963624,0.359003977269238,0.0535716594783771,6399.98745736788,2955.58026739284,92.9609397005949,349.230436368797,116.015242784982,266.506670979658,150.632751057058,5947.49859258428
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,NA__Bleu d'Auvergne - Cantal,43,0.0313561344272389,1.29312276820732e-05,sd,NA,NA,NA,NA,NA,NA,0.218715195190897,0.129780470751322,0.174996967640996,0.0993197531889616,489.650018129844,0.321797697949058,0.126671599261722,0.0908315102361514,0.13407110019526,0.0217974623865165,1500.64651071521,889.501440276822,90.8297822198044,219.711215519234,81.5452402393975,257.866959359942,200.534470592696,2875.78566492894
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,NA__Bleu d'Auvergne - Cantal,43,0.06118362438,3.86039404951344e-05,q0,NA,NA,NA,NA,NA,NA,0.513913886004644,0.375384737835609,0.135629067157432,0.0058681047041758,18.3679083170018,0.733786937812439,0.332036182531807,0.297925069421474,0.0872336903408184,0.00620446370798086,2629.56989247312,1188.88926712516,0,25.153449416544,0,21.5554876783206,0,671.998435678635
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,NA__Bleu d'Auvergne - Cantal,43,0.11575247986411,5.01973704325692e-05,q25,NA,NA,NA,NA,NA,NA,0.699006697975743,0.528803536776426,0.261832676303234,0.0649895704496586,838.424089805519,0.952494834169212,0.463809434738508,0.400783692260849,0.267036886618143,0.0399705088244707,5726.5868368574,2342.42796700812,45.3747445559041,179.428001642406,42.75094743365,66.9404223790673,32.1840693155342,3999.18046522714
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,NA__Bleu d'Auvergne - Cantal,43,0.142570114589736,5.99115901815752e-05,q50,NA,NA,NA,NA,NA,NA,0.876520216895957,0.609311867147174,0.34578549946011,0.110305714983568,1053.05496883386,1.14087499720352,0.514636535126618,0.487794344936569,0.373484981129189,0.0554805519696699,6388.26330532213,2784.59210484594,58.5268122347731,273.701793737188,110.794915226347,166.014660199873,85.8321895723261,6226.3839047173
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,NA__Bleu d'Auvergne - Cantal,43,0.158569406813385,6.78417181113664e-05,q75,NA,NA,NA,NA,NA,NA,1.04987756596239,0.704725057938654,0.483090419257367,0.191379198855764,1378.13086990345,1.43072480646393,0.637513981030386,0.524380091707577,0.450867291280549,0.0688986827638429,7547.93972570194,3545.70659008411,74.9279385705848,508.130874497426,173.488403527556,432.074654113557,149.383009053613,7423.19768237021
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,NA__Bleu d'Auvergne - Cantal,43,0.184549893255015,9.78481170126694e-05,q100,NA,NA,NA,NA,NA,NA,1.36279340564605,0.902299708719139,0.879764301104714,0.417813521604933,2218.80446958911,1.94585129383128,0.879764301104714,0.602755140603493,0.63964298385187,0.100181885248257,9127.70562770563,5396.12491886019,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12238.2716154115
milk,Bleu d'Auvergne - Cantal,Bleu d'Auvergne - Cantal,NA__Bleu d'Auvergne - Cantal,43,0.184549893255015,9.78481170126694e-05,max,NA,NA,NA,NA,NA,NA,1.36279340564605,0.902299708719139,0.879764301104714,0.417813521604933,2218.80446958911,1.94585129383128,0.879764301104714,0.602755140603493,0.63964298385187,0.100181885248257,9127.70562770563,5396.12491886019,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12238.2716154115
milk,Conventionnel,Conventionnel,NA__Bleu d'Auvergne - Cantal,106,0.143585693280776,6.07025287052356e-05,mean,NA,NA,NA,NA,NA,NA,0.946412681870941,0.613992766900091,0.341464927778018,0.114758493682909,1947.59880631228,1.16295899298851,0.516457472803712,0.460098764070936,0.408116091531615,0.0600082920848928,6299.58356862327,2849.04673858183,92.2945567271436,320.476254745611,115.808801504637,236.922197479004,158.361446736072,5737.20443675925
milk,Conventionnel,Conventionnel,NA__Bleu d'Auvergne - Cantal,106,0.036133456319734,1.5787346960147e-05,sd,NA,NA,NA,NA,NA,NA,0.292378161819088,0.136167691888507,0.166638775344205,0.0982034074185796,1019.48020432289,0.383240500400362,0.142960615461981,0.108856046524203,0.128957672332389,0.0230362931516248,1808.14362397992,942.903294656088,90.82691560909,213.937691146713,80.2267336749762,250.812172920897,193.795887877664,2698.29723445531
milk,Conventionnel,Conventionnel,NA__Bleu d'Auvergne - Cantal,106,0.0570241863203906,1.95629316388771e-05,q0,NA,NA,NA,NA,NA,NA,0.362906482567583,0.323520723755813,0,0.00648258521040471,498.696583080185,0.542927912345395,0.228106404566277,0.244178583367804,0.123845198819142,0.00283024069999681,1500,582.828164652816,0,17.5654164152148,0,13.1913100183296,0,671.998435678635
milk,Conventionnel,Conventionnel,NA__Bleu d'Auvergne - Cantal,106,0.119882234370397,5.01806815509045e-05,q25,NA,NA,NA,NA,NA,NA,0.757288040996588,0.533097851867933,0.220174158694168,0.047345065450008,1220.89109503818,0.894977382587253,0.42520918973706,0.385398363681068,0.313414138150039,0.0427624494178934,5093.23357099431,2229.99499031581,45.3747445559041,178.249060976064,41.4369849854739,66.9404223790673,52.7412336027983,3533.33333333333
milk,Conventionnel,Conventionnel,NA__Bleu d'Auvergne - Cantal,106,0.144246183910321,6.1258587219654e-05,q50,NA,NA,NA,NA,NA,NA,0.903244573535038,0.6094851190579,0.335162736178637,0.0863656860257856,1661.10152587026,1.10735543970991,0.485285382875507,0.442145500616372,0.436752893774143,0.0636278303891489,6210.23913298487,2835.92600318017,58.5268122347731,228.627198631879,110.794915226347,159.884577022979,85.8321895723261,6078.43137254902
milk,Conventionnel,Conventionnel,NA__Bleu d'Auvergne - Cantal,106,0.171070575446249,6.83801051785009e-05,q75,NA,NA,NA,NA,NA,NA,1.1174059112611,0.714512879500834,0.441357664465413,0.133096677506094,2542.76973114207,1.32050229695158,0.629574186160221,0.537288633211859,0.497234344940259,0.0744413832982661,7725.75728344919,3360.6670040058,82.195381480643,371.486743109828,173.488403527556,275.123857299608,149.383009053613,7423.19768237021
milk,Conventionnel,Conventionnel,NA__Bleu d'Auvergne - Cantal,106,0.215675565225083,0.00011670671838485,q100,NA,NA,NA,NA,NA,NA,1.84186514869,0.983429325566886,0.844495853862839,0.502924489595999,4953.09591152102,2.75553082690876,0.844495853862839,0.878053692575865,0.678596983722276,0.106615701667477,9834.61764705882,6155.41731831087,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12516.2761358475
milk,Conventionnel,Conventionnel,NA__Bleu d'Auvergne - Cantal,106,0.215675565225083,0.00011670671838485,max,NA,NA,NA,NA,NA,NA,1.84186514869,0.983429325566886,0.844495853862839,0.502924489595999,4953.09591152102,2.75553082690876,0.844495853862839,0.878053692575865,0.678596983722276,0.106615701667477,9834.61764705882,6155.41731831087,321.739932119543,776.682003923228,269.550811611826,813.39360039298,655.422286225402,12516.2761358475
milk,Comte - Morbier,Comte - Morbier,NA__Comte - Morbier,41,0.124786679333308,6.31280337340339e-05,mean,NA,NA,NA,NA,NA,NA,0.674613862381223,0.670948689959486,0.460035830355127,0.169044528272054,458.003462307133,1.53053209685348,0.591108716229013,0.392531058743197,0.334087019286993,0.0506792037238152,6665.55540808162,2589.56843647016,82.68693803441,319.026915101573,109.259606208824,244.219679125546,172.451536133239,5812.2388966837
